trip_id,arrival_time,departure_time,stop_id,stop_sequence,drop_off_type,pickup_type
9008-0406,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0406,11:34:00,11:34:00,paris_nord,2,0,1
9008-0407,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0407,11:34:00,11:34:00,paris_nord,2,0,1
9008-0408,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0408,11:34:00,11:34:00,paris_nord,2,0,1
9008-0409,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0409,11:34:00,11:34:00,paris_nord,2,0,1
9008-0410,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0410,11:34:00,11:34:00,paris_nord,2,0,1
9008-0411,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0411,11:34:00,11:34:00,paris_nord,2,0,1
9008-0412,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0412,11:34:00,11:34:00,paris_nord,2,0,1
9008-0413,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0413,11:34:00,11:34:00,paris_nord,2,0,1
9008-0414,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0414,11:34:00,11:34:00,paris_nord,2,0,1
9008-0415,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0415,11:34:00,11:34:00,paris_nord,2,0,1
9008-0416,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0416,11:34:00,11:34:00,paris_nord,2,0,1
9008-0417,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0417,11:34:00,11:34:00,paris_nord,2,0,1
9008-0418,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0418,11:34:00,11:34:00,paris_nord,2,0,1
9008-0419,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0419,11:34:00,11:34:00,paris_nord,2,0,1
9008-0420,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0420,11:34:00,11:34:00,paris_nord,2,0,1
9008-0421,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0421,11:34:00,11:34:00,paris_nord,2,0,1
9008-0422,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0422,11:34:00,11:34:00,paris_nord,2,0,1
9008-0423,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0423,11:34:00,11:34:00,paris_nord,2,0,1
9008-0424,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0424,11:34:00,11:34:00,paris_nord,2,0,1
9008-0425,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0425,11:34:00,11:34:00,paris_nord,2,0,1
9008-0426,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0426,11:34:00,11:34:00,paris_nord,2,0,1
9008-0427,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0427,11:34:00,11:34:00,paris_nord,2,0,1
9008-0428,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0428,11:34:00,11:34:00,paris_nord,2,0,1
9008-0429,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0429,11:34:00,11:34:00,paris_nord,2,0,1
9008-0430,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0430,11:34:00,11:34:00,paris_nord,2,0,1
9008-0501,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0501,11:34:00,11:34:00,paris_nord,2,0,1
9008-0502,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0502,11:34:00,11:34:00,paris_nord,2,0,1
9008-0503,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0503,11:34:00,11:34:00,paris_nord,2,0,1
9008-0504,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0504,11:34:00,11:34:00,paris_nord,2,0,1
9008-0505,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0505,11:34:00,11:34:00,paris_nord,2,0,1
9008-0506,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0506,11:34:00,11:34:00,paris_nord,2,0,1
9008-0507,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0507,11:34:00,11:34:00,paris_nord,2,0,1
9008-0508,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0508,11:34:00,11:34:00,paris_nord,2,0,1
9008-0509,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0509,11:34:00,11:34:00,paris_nord,2,0,1
9008-0510,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0510,11:34:00,11:34:00,paris_nord,2,0,1
9008-0511,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0511,11:34:00,11:34:00,paris_nord,2,0,1
9008-0512,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0512,11:34:00,11:34:00,paris_nord,2,0,1
9008-0513,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0513,11:34:00,11:34:00,paris_nord,2,0,1
9008-0514,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0514,11:34:00,11:34:00,paris_nord,2,0,1
9008-0515,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0515,11:34:00,11:34:00,paris_nord,2,0,1
9008-0516,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0516,11:34:00,11:34:00,paris_nord,2,0,1
9008-0517,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0517,11:34:00,11:34:00,paris_nord,2,0,1
9008-0518,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0518,11:29:00,11:29:00,paris_nord,2,0,1
9008-0519,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0519,11:29:00,11:29:00,paris_nord,2,0,1
9008-0520,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0520,11:29:00,11:29:00,paris_nord,2,0,1
9008-0521,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0521,11:29:00,11:29:00,paris_nord,2,0,1
9008-0522,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0522,11:29:00,11:29:00,paris_nord,2,0,1
9008-0523,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0523,11:29:00,11:29:00,paris_nord,2,0,1
9008-0524,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0524,11:29:00,11:29:00,paris_nord,2,0,1
9008-0525,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0525,11:29:00,11:29:00,paris_nord,2,0,1
9008-0526,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0526,11:29:00,11:29:00,paris_nord,2,0,1
9008-0527,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0527,11:29:00,11:29:00,paris_nord,2,0,1
9008-0528,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0528,11:29:00,11:29:00,paris_nord,2,0,1
9008-0529,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0529,11:29:00,11:29:00,paris_nord,2,0,1
9008-0530,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0530,11:29:00,11:29:00,paris_nord,2,0,1
9008-0531,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0531,11:29:00,11:29:00,paris_nord,2,0,1
9008-0601,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0601,11:29:00,11:29:00,paris_nord,2,0,1
9008-0602,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0602,11:29:00,11:29:00,paris_nord,2,0,1
9008-0603,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0603,11:29:00,11:29:00,paris_nord,2,0,1
9008-0604,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0604,11:29:00,11:29:00,paris_nord,2,0,1
9008-0605,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0605,11:29:00,11:29:00,paris_nord,2,0,1
9008-0606,09:01:00,09:01:00,st_pancras_international,1,1,0
9008-0606,11:29:00,11:29:00,paris_nord,2,0,1
9009-0309,07:37:00,07:37:00,paris_nord,1,1,0
9009-0309,10:00:00,10:00:00,st_pancras_international_7,2,0,1
9009-0310,07:37:00,07:37:00,paris_nord,1,1,0
9009-0310,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0311,07:37:00,07:37:00,paris_nord,1,1,0
9009-0311,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0312,07:37:00,07:37:00,paris_nord,1,1,0
9009-0312,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0313,07:37:00,07:37:00,paris_nord,1,1,0
9009-0313,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0316,07:37:00,07:37:00,paris_nord,1,1,0
9009-0316,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0317,07:37:00,07:37:00,paris_nord,1,1,0
9009-0317,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0318,07:37:00,07:37:00,paris_nord,1,1,0
9009-0318,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0319,07:37:00,07:37:00,paris_nord,1,1,0
9009-0319,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0320,07:37:00,07:37:00,paris_nord,1,1,0
9009-0320,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0323,07:37:00,07:37:00,paris_nord,1,1,0
9009-0323,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0324,07:37:00,07:37:00,paris_nord,1,1,0
9009-0324,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0325,07:37:00,07:37:00,paris_nord,1,1,0
9009-0325,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0326,07:37:00,07:37:00,paris_nord,1,1,0
9009-0326,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0327,07:37:00,07:37:00,paris_nord,1,1,0
9009-0327,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0330,07:37:00,07:37:00,paris_nord,1,1,0
9009-0330,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0331,07:37:00,07:37:00,paris_nord,1,1,0
9009-0331,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0401,07:37:00,07:37:00,paris_nord,1,1,0
9009-0401,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0402,07:37:00,07:37:00,paris_nord,1,1,0
9009-0402,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0403,07:37:00,07:37:00,paris_nord,1,1,0
9009-0403,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0407,07:37:00,07:37:00,paris_nord,1,1,0
9009-0407,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0408,07:37:00,07:37:00,paris_nord,1,1,0
9009-0408,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0409,07:37:00,07:37:00,paris_nord,1,1,0
9009-0409,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0410,07:37:00,07:37:00,paris_nord,1,1,0
9009-0410,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0413,07:37:00,07:37:00,paris_nord,1,1,0
9009-0413,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0414,07:37:00,07:37:00,paris_nord,1,1,0
9009-0414,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0415,07:37:00,07:37:00,paris_nord,1,1,0
9009-0415,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0416,07:37:00,07:37:00,paris_nord,1,1,0
9009-0416,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0417,07:37:00,07:37:00,paris_nord,1,1,0
9009-0417,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0420,07:37:00,07:37:00,paris_nord,1,1,0
9009-0420,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0421,07:37:00,07:37:00,paris_nord,1,1,0
9009-0421,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0422,07:37:00,07:37:00,paris_nord,1,1,0
9009-0422,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0423,07:37:00,07:37:00,paris_nord,1,1,0
9009-0423,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0424,07:37:00,07:37:00,paris_nord,1,1,0
9009-0424,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0427,07:37:00,07:37:00,paris_nord,1,1,0
9009-0427,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0428,07:37:00,07:37:00,paris_nord,1,1,0
9009-0428,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0429,07:37:00,07:37:00,paris_nord,1,1,0
9009-0429,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0430,07:37:00,07:37:00,paris_nord,1,1,0
9009-0430,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0501,07:37:00,07:37:00,paris_nord,1,1,0
9009-0501,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0505,07:37:00,07:37:00,paris_nord,1,1,0
9009-0505,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0506,07:37:00,07:37:00,paris_nord,1,1,0
9009-0506,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0507,07:37:00,07:37:00,paris_nord,1,1,0
9009-0507,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0508,07:37:00,07:37:00,paris_nord,1,1,0
9009-0508,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0511,07:37:00,07:37:00,paris_nord,1,1,0
9009-0511,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0512,07:37:00,07:37:00,paris_nord,1,1,0
9009-0512,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0513,07:37:00,07:37:00,paris_nord,1,1,0
9009-0513,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0514,07:37:00,07:37:00,paris_nord,1,1,0
9009-0514,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0515,07:37:00,07:37:00,paris_nord,1,1,0
9009-0515,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0518,07:32:00,07:32:00,paris_nord,1,1,0
9009-0518,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0519,07:32:00,07:32:00,paris_nord,1,1,0
9009-0519,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0520,07:32:00,07:32:00,paris_nord,1,1,0
9009-0520,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0521,07:32:00,07:32:00,paris_nord,1,1,0
9009-0521,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0522,07:32:00,07:32:00,paris_nord,1,1,0
9009-0522,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0526,07:32:00,07:32:00,paris_nord,1,1,0
9009-0526,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0527,07:32:00,07:32:00,paris_nord,1,1,0
9009-0527,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0528,07:32:00,07:32:00,paris_nord,1,1,0
9009-0528,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0529,07:32:00,07:32:00,paris_nord,1,1,0
9009-0529,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0601,07:32:00,07:32:00,paris_nord,1,1,0
9009-0601,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0602,07:32:00,07:32:00,paris_nord,1,1,0
9009-0602,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0603,07:32:00,07:32:00,paris_nord,1,1,0
9009-0603,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0604,07:32:00,07:32:00,paris_nord,1,1,0
9009-0604,10:00:00,10:00:00,st_pancras_international,2,0,1
9009-0605,07:32:00,07:32:00,paris_nord,1,1,0
9009-0605,10:00:00,10:00:00,st_pancras_international,2,0,1
9011-0314,08:09:00,08:09:00,paris_nord,1,1,0
9011-0314,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0315,08:09:00,08:09:00,paris_nord,1,1,0
9011-0315,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0321,08:09:00,08:09:00,paris_nord,1,1,0
9011-0321,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0322,08:09:00,08:09:00,paris_nord,1,1,0
9011-0322,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0328,08:09:00,08:09:00,paris_nord,1,1,0
9011-0328,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0329,08:02:00,08:02:00,paris_nord,1,1,0
9011-0329,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0404,08:09:00,08:09:00,paris_nord,1,1,0
9011-0404,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0405,08:02:00,08:02:00,paris_nord,1,1,0
9011-0405,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0406,08:08:00,08:08:00,paris_nord,1,1,0
9011-0406,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0411,08:09:00,08:09:00,paris_nord,1,1,0
9011-0411,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0412,08:02:00,08:02:00,paris_nord,1,1,0
9011-0412,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0418,08:09:00,08:09:00,paris_nord,1,1,0
9011-0418,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0419,08:02:00,08:02:00,paris_nord,1,1,0
9011-0419,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0425,08:09:00,08:09:00,paris_nord,1,1,0
9011-0425,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0426,08:09:00,08:09:00,paris_nord,1,1,0
9011-0426,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0502,08:09:00,08:09:00,paris_nord,1,1,0
9011-0502,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0503,08:09:00,08:09:00,paris_nord,1,1,0
9011-0503,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0504,08:08:00,08:08:00,paris_nord,1,1,0
9011-0504,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0509,08:09:00,08:09:00,paris_nord,1,1,0
9011-0509,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0510,08:09:00,08:09:00,paris_nord,1,1,0
9011-0510,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0516,08:09:00,08:09:00,paris_nord,1,1,0
9011-0516,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0517,08:09:00,08:09:00,paris_nord,1,1,0
9011-0517,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0523,08:02:00,08:02:00,paris_nord,1,1,0
9011-0523,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0524,08:02:00,08:02:00,paris_nord,1,1,0
9011-0524,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0525,08:02:00,08:02:00,paris_nord,1,1,0
9011-0525,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0530,08:02:00,08:02:00,paris_nord,1,1,0
9011-0530,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0531,08:02:00,08:02:00,paris_nord,1,1,0
9011-0531,10:30:00,10:30:00,st_pancras_international,2,0,1
9011-0606,08:02:00,08:02:00,paris_nord,1,1,0
9011-0606,10:30:00,10:30:00,st_pancras_international,2,0,1
9013-0309,08:39:00,08:39:00,paris_nord,1,1,0
9013-0309,11:00:00,11:00:00,st_pancras_international_6,2,0,1
9013-0310,08:39:00,08:39:00,paris_nord,1,1,0
9013-0310,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0311,08:39:00,08:39:00,paris_nord,1,1,0
9013-0311,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0312,08:39:00,08:39:00,paris_nord,1,1,0
9013-0312,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0313,08:39:00,08:39:00,paris_nord,1,1,0
9013-0313,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0316,08:39:00,08:39:00,paris_nord,1,1,0
9013-0316,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0317,08:39:00,08:39:00,paris_nord,1,1,0
9013-0317,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0318,08:39:00,08:39:00,paris_nord,1,1,0
9013-0318,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0319,08:39:00,08:39:00,paris_nord,1,1,0
9013-0319,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0320,08:39:00,08:39:00,paris_nord,1,1,0
9013-0320,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0321,08:39:00,08:39:00,paris_nord,1,1,0
9013-0321,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0323,08:39:00,08:39:00,paris_nord,1,1,0
9013-0323,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0324,08:39:00,08:39:00,paris_nord,1,1,0
9013-0324,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0325,08:39:00,08:39:00,paris_nord,1,1,0
9013-0325,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0326,08:39:00,08:39:00,paris_nord,1,1,0
9013-0326,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0327,08:39:00,08:39:00,paris_nord,1,1,0
9013-0327,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0330,08:39:00,08:39:00,paris_nord,1,1,0
9013-0330,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0331,08:39:00,08:39:00,paris_nord,1,1,0
9013-0331,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0401,08:39:00,08:39:00,paris_nord,1,1,0
9013-0401,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0402,08:39:00,08:39:00,paris_nord,1,1,0
9013-0402,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0403,08:39:00,08:39:00,paris_nord,1,1,0
9013-0403,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0407,08:39:00,08:39:00,paris_nord,1,1,0
9013-0407,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0408,08:39:00,08:39:00,paris_nord,1,1,0
9013-0408,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0409,08:39:00,08:39:00,paris_nord,1,1,0
9013-0409,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0410,08:39:00,08:39:00,paris_nord,1,1,0
9013-0410,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0413,08:39:00,08:39:00,paris_nord,1,1,0
9013-0413,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0414,08:39:00,08:39:00,paris_nord,1,1,0
9013-0414,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0415,08:39:00,08:39:00,paris_nord,1,1,0
9013-0415,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0416,08:39:00,08:39:00,paris_nord,1,1,0
9013-0416,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0417,08:39:00,08:39:00,paris_nord,1,1,0
9013-0417,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0420,08:39:00,08:39:00,paris_nord,1,1,0
9013-0420,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0421,08:39:00,08:39:00,paris_nord,1,1,0
9013-0421,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0422,08:39:00,08:39:00,paris_nord,1,1,0
9013-0422,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0423,08:39:00,08:39:00,paris_nord,1,1,0
9013-0423,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0424,08:39:00,08:39:00,paris_nord,1,1,0
9013-0424,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0427,08:39:00,08:39:00,paris_nord,1,1,0
9013-0427,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0428,08:39:00,08:39:00,paris_nord,1,1,0
9013-0428,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0429,08:39:00,08:39:00,paris_nord,1,1,0
9013-0429,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0430,08:39:00,08:39:00,paris_nord,1,1,0
9013-0430,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0501,08:39:00,08:39:00,paris_nord,1,1,0
9013-0501,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0504,08:39:00,08:39:00,paris_nord,1,1,0
9013-0504,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0505,08:39:00,08:39:00,paris_nord,1,1,0
9013-0505,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0506,08:39:00,08:39:00,paris_nord,1,1,0
9013-0506,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0507,08:39:00,08:39:00,paris_nord,1,1,0
9013-0507,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0508,08:39:00,08:39:00,paris_nord,1,1,0
9013-0508,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0511,08:39:00,08:39:00,paris_nord,1,1,0
9013-0511,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0512,08:39:00,08:39:00,paris_nord,1,1,0
9013-0512,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0513,08:39:00,08:39:00,paris_nord,1,1,0
9013-0513,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0514,08:39:00,08:39:00,paris_nord,1,1,0
9013-0514,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0515,08:39:00,08:39:00,paris_nord,1,1,0
9013-0515,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0518,08:32:00,08:32:00,paris_nord,1,1,0
9013-0518,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0519,08:32:00,08:32:00,paris_nord,1,1,0
9013-0519,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0520,08:32:00,08:32:00,paris_nord,1,1,0
9013-0520,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0521,08:32:00,08:32:00,paris_nord,1,1,0
9013-0521,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0522,08:32:00,08:32:00,paris_nord,1,1,0
9013-0522,11:00:00,11:00:00,st_pancras_international,2,0,1
9013-0526,08:32:00,08:32:00,paris_nord,1,1,0
9013-0526,11:00:00,11:00:00,st_pancras_international,2,0,1
